6.5907e+00	1.9214e+00
2.0246e+00	2.4564e+00
2.3502e+00	2.0305e+00
2.1906e+00	2.0722e+00
7.1378e+00	1.7492e+00
6.4183e+00	1.9652e+00
6.4908e+00	1.9473e+00
7.3778e+00	1.6560e+00
2.3562e+00	2.0298e+00
2.3077e+00	2.0364e+00
2.0245e+00	2.4676e+00
6.2101e-01	8.9827e+00
2.0519e+00	2.2419e+00
8.6949e+00	8.7927e-01
6.4423e+00	1.9594e+00
9.2786e+00	2.9789e-01
2.0938e+00	2.1541e+00
2.3537e+00	2.0301e+00
2.0648e+00	2.2067e+00
2.1132e+00	2.1299e+00
9.4563e+00	6.3846e-02
9.1495e+00	4.4756e-01
2.0941e+00	2.1537e+00
1.9028e+00	6.6588e+00
2.3007e+00	2.0376e+00
2.0794e+00	2.1770e+00
2.0520e+00	2.2414e+00
2.4733e+00	2.0245e+00
7.9211e+00	1.3975e+00
9.2492e-02	9.4360e+00
2.2474e+00	2.0502e+00
8.9268e+00	6.7488e-01
2.2181e+00	2.0602e+00
2.0370e+00	2.3041e+00
3.5688e-01	9.2293e+00
1.8893e+00	6.7064e+00
1.3131e+00	8.0705e+00
2.0856e+00	2.1665e+00
2.1925e+00	2.0713e+00
2.4491e+00	2.0247e+00
2.0879e+00	2.1629e+00
8.9772e+00	6.2644e-01
2.3424e+00	2.0314e+00
6.2549e+00	2.0024e+00
1.7916e+00	7.0177e+00
9.4025e+00	1.3861e-01
6.9824e+00	1.8036e+00
9.3395e+00	2.2177e-01
8.5435e+00	9.9836e-01
9.1207e+00	4.7899e-01
2.1578e+00	2.0913e+00
2.0932e+00	2.1550e+00
9.4046e-01	8.6187e+00
2.2442e-01	9.3374e+00
8.7013e+00	8.7397e-01
9.3170e+00	2.5038e-01
1.6847e+00	7.3071e+00
8.8361e+00	7.5829e-01
8.4732e+00	1.0503e+00
6.2990e-01	8.9736e+00
2.1063e+00	2.1378e+00
2.0530e+00	2.2383e+00
2.0401e+00	2.2877e+00
6.3896e+00	1.9720e+00
8.3567e-01	8.7472e+00
1.7437e+00	7.1529e+00
1.4353e+00	7.8504e+00
9.0353e+00	5.6844e-01
7.6615e+00	1.5298e+00
1.7518e+00	7.1307e+00
2.4193e+00	2.0255e+00
3.9535e-01	9.1960e+00
9.2618e+00	3.1825e-01
2.2049e+00	2.0656e+00
2.2419e+00	2.0519e+00
2.0912e+00	2.1579e+00
3.0701e-02	9.4792e+00
