0.000000 	 1.007779
0.851962 	 -0.770839
0.652170 	 -0.454747
0.619515 	 -0.139467
0.824144 	 -0.470054
0.452776 	 -0.120377
0.409722 	 0.243213
0.258888 	 0.246938
0.078890 	 0.676852
0.182580 	 0.674102
0.194688 	 0.597672
0.186874 	 0.647813
0.031572 	 0.802813
0.417866 	 0.138054
0.042937 	 0.757963
0.219519 	 0.413503
0.631128 	 -0.312008
0.425018 	 0.057393
0.830145 	 -0.581272
0.624901 	 -0.225196
0.414237 	 0.182226
0.842261 	 -0.726569
0.623232 	 -0.199124
0.839036 	 -0.701988
0.415196 	 0.171362
0.832225 	 -0.615199
0.242583 	 0.275476
0.837472 	 -0.683711
0.435502 	 -0.042460
0.634125 	 -0.347417
0.230707 	 0.335531
0.054358 	 0.721381
0.629748 	 -0.292862
0.829189 	 -0.564656
0.059508 	 0.706289
0.626525 	 -0.248361
0.621815 	 -0.178186
0.247787 	 0.259862
0.000549 	 0.985626
0.239157 	 0.293014
0.411655 	 0.219304
0.647953 	 -0.437679
0.833202 	 -0.626107
0.621041 	 -0.158887
0.639609 	 -0.401196
0.064958 	 0.696421
0.207601 	 0.507832
0.420520 	 0.107978
0.438361 	 -0.059357
0.028120 	 0.816925
0.223488 	 0.384799
0.006777 	 0.923360
0.449155 	 -0.109210
0.432648 	 -0.022295
0.023927 	 0.837652
0.444021 	 -0.091784
0.427086 	 0.030646
0.835051 	 -0.652917
0.636719 	 -0.373921
0.824626 	 -0.480308
0.422708 	 0.078802
0.010534 	 0.900910
0.252426 	 0.251270
0.835531 	 -0.659061
0.013195 	 0.886684
0.203588 	 0.530431
0.004064 	 0.944916
0.050201 	 0.734765
0.212104 	 0.478170
0.825936 	 -0.503499
0.439902 	 -0.074710
0.227433 	 0.359345
0.001634 	 0.966589
0.851264 	 -0.761835
0.637774 	 -0.383917
0.427768 	 0.025039
0.214304 	 0.459134
0.200416 	 0.556146
0.201410 	 0.550071
0.643141 	 -0.416028
0.634804 	 -0.352650
0.845224 	 -0.751303
0.431690 	 -0.010056
0.628529 	 -0.270048
0.235939 	 0.305779
0.844295 	 -0.744609
0.827866 	 -0.538916
0.008586 	 0.913690
0.198310 	 0.575945
0.185181 	 0.661323
0.017563 	 0.868689
0.197802 	 0.580423
0.047882 	 0.742246
0.233078 	 0.322883
0.827254 	 -0.515156
0.212104 	 0.478170
0.019704 	 0.855670
0.205071 	 0.522790
0.016024 	 0.877381
0.422387 	 0.088750
