-14.430485 	 -11.627116
-19.995163 	 0.009114
-19.995163 	 0.009114
-14.430485 	 -11.627116
-19.083185 	 0.003739
-17.010827 	 -3.890524
-17.945871 	 -3.872768
-15.640278 	 -7.754350
-15.872535 	 -7.749331
-15.177599 	 -9.426536
-18.966427 	 -0.188050
-14.806184 	 -10.929901
-15.477124 	 -8.186512
-18.141643 	 -3.389140
-15.556426 	 -7.979184
-14.689706 	 -11.269340
-16.502758 	 -5.812646
-18.347924 	 -2.366274
-14.589383 	 -11.465764
-14.469500 	 -11.574085
-16.412537 	 -6.225995
-15.417204 	 -8.435425
-16.364894 	 -6.413900
-15.373397 	 -8.634071
-16.238684 	 -6.871711
-16.958617 	 -4.035809
-18.580902 	 -1.345055
-18.617780 	 -1.207945
-18.482412 	 -1.782190
-18.195201 	 -3.168224
-18.270360 	 -2.810373
-18.544099 	 -1.506289
-18.757325 	 -0.714122
-15.128649 	 -9.672195
-16.850793 	 -4.224867
-16.581941 	 -5.406228
-15.298788 	 -8.847505
-16.450509 	 -5.992265
-18.921986 	 -0.279493
-16.903186 	 -4.118737
-15.068250 	 -9.838522
-14.609611 	 -11.355282
-18.513606 	 -1.634527
-15.591036 	 -7.881323
-18.408049 	 -2.133380
-15.232308 	 -9.233944
-16.658290 	 -5.053101
-18.675042 	 -0.960484
-18.314183 	 -2.594743
-15.454492 	 -8.338121
-16.764951 	 -4.584572
-15.337069 	 -8.733060
-16.135830 	 -7.315840
-18.655796 	 -1.059975
-14.906537 	 -10.577925
-18.386806 	 -2.233086
-15.000091 	 -10.212198
-16.171198 	 -7.214591
-14.869091 	 -10.657960
-16.604668 	 -5.208143
-16.820384 	 -4.378740
-16.027021 	 -7.599853
-16.415015 	 -6.044831
-15.039338 	 -9.988216
-18.303073 	 -2.649513
-16.548729 	 -5.513925
-16.210454 	 -7.059167
-18.084249 	 -3.608538
-14.723492 	 -11.076005
-14.972699 	 -10.302642
-18.869894 	 -0.400919
-16.090923 	 -7.413981
-14.773943 	 -11.035061
-18.858882 	 -0.430116
-18.443355 	 -1.960764
-18.044584 	 -3.706110
-16.298977 	 -6.571347
-18.240657 	 -2.953364
-15.244993 	 -9.180474
-17.971289 	 -3.786967
-16.530656 	 -5.645529
-16.631537 	 -5.179652
-14.936160 	 -10.431563
-16.270172 	 -6.727595
-18.448654 	 -1.938509
-18.810426 	 -0.557455
-18.715385 	 -0.803330
-15.939063 	 -7.715499
-15.273127 	 -9.020677
-18.810426 	 -0.557455
-18.240657 	 -2.953364
-16.199105 	 -7.091643
-18.027903 	 -3.768982
-16.722677 	 -4.719544
-16.686869 	 -4.912234
-16.757353 	 -4.617258
-15.268238 	 -9.032241
-15.939063 	 -7.715499
-18.084249 	 -3.608538
-16.821379 	 -4.374304
